Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3731880,,Hobucken CDP,137,Pamlico,42,8.3,5.08, ,0,18,6,0,0,10,0,8,0,0,0,0,,42,0,0,0,0,0,0, ,42,0, ,18,8,0,10,0,0,0,0, ,18,8,10,0, ,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0, ,, ,,,, ,, ,10,0,10, ,0,0,0, ,0,0,0,0,0,0,0,0,0,0, ,24,24,0, ,18,18,0, ,0,0,0,,0.9144,0.0,100.0000001,100.0000001
3731920,,Hoffman town,153,Richmond,778,228.7,3.4, ,76,31,42,56,70,155,49,99,117,54,25,4,,168,507,65,0,0,0,38, ,774,4, ,503,149,105,214,21,10,0,4, ,503,149,319,35, ,247,44,13,20,10,34,22,19,21,8,4,7,26,0,14,0,5, ,"$31,042 ", ,"$31,042 ","$33,516 ",, ,"$17,808 ", ,247,185,62, ,185,65,120, ,185,20,30,81,27,20,7,0,0,0, ,205,70,135, ,490,201,289, ,83,3,80,55.0,0.8056,0.0,1.125574139,1.125574139
3731960,,Holden Beach town,19,Brunswick,978,322.4,3.03, ,6,14,16,8,11,59,35,137,310,253,109,20,,968,5,5,0,0,0,0, ,955,23, ,923,27,90,227,359,131,47,42, ,923,27,317,579, ,469,10,6,4,8,15,2,9,20,14,34,42,67,39,105,21,73, ,"$101,458 ", ,"$101,458 ","$112,750 ","$54,375 ", ,"$65,941 ", ,469,431,38, ,431,414,17, ,431,5,0,2,2,45,254,94,19,10, ,44,0,44, ,552,21,531, ,382,9,373,66.0,0.17008009,4.322434513,93.16830559,97.4907401
3732100,,Hollister CDP,83,Halifax,860,218.3,3.94, ,32,66,94,13,47,150,113,160,56,54,71,4,,131,167,408,56,0,0,98, ,846,14, ,608,110,180,264,24,14,16,0, ,608,110,444,54, ,318,35,32,39,13,18,13,9,8,3,32,41,24,29,22,0,0, ,"$38,750 ", ,"$38,750 ","$55,357 ","$27,917 ", ,"$20,489 ", ,318,200,118, ,200,14,186, ,200,20,15,52,68,37,8,0,0,0, ,205,68,137, ,526,72,454, ,129,46,83,,0.81541039,0.0,13.03878564,13.03878564
3732180,,Holly Ridge town,133,Onslow,"2,649",662.5,4.0, ,159,244,67,30,126,683,362,443,257,202,69,7,,"2,402",60,90,24,0,22,51, ,"2,479",170, ,"2,023",184,299,715,549,260,16,0, ,"2,023",184,"1,014",825, ,996,20,38,5,67,20,7,17,58,29,96,82,254,100,45,86,72, ,"$79,167 ", ,"$79,167 ","$80,469 ","$72,656 ", ,"$37,504 ", ,996,747,249, ,747,644,103, ,747,28,0,35,87,518,58,21,0,0, ,500,14,486, ,"1,871",75,"1,796", ,278,16,262,82.0,0.305,0.062094884,4.396066927,4.458161811
3732260,,Holly Springs town,183,Wake,"36,595","2,109.80",17.35, ,"2,738","3,262","4,697","2,163","1,726","3,352","6,767","6,461","2,679","2,050",504,196,,"28,588","3,705",148,"1,767",16,760,"1,611", ,"34,121","2,474", ,"22,009","1,134","2,030","5,738","8,340","3,580",691,496, ,"22,009","1,134","7,768","13,107", ,"11,573",132,123,156,195,83,276,208,300,197,606,739,"1,634","2,071","1,119","1,702","2,032", ,"$110,758 ", ,"$110,758 ","$120,233 ","$63,274 ", ,"$42,349 ", ,"11,573","9,458","2,115", ,"9,458","7,659","1,799", ,"9,458",43,12,65,257,"3,062","4,860",971,172,16, ,"12,688",346,"12,342", ,"20,985","1,086","19,899", ,"2,750",93,"2,657",78.0,0.14466414,0.615945674,6.003345407,6.619291081
3732540,,Hookerton town,79,Greene,645,"2,024.20",0.32, ,35,34,58,32,36,58,161,45,66,53,30,37,,348,207,0,0,0,0,90, ,558,87, ,450,161,137,135,14,3,0,0, ,450,161,272,17, ,225,35,12,7,14,24,24,18,10,2,26,19,10,15,0,9,0, ,"$34,539 ", ,"$34,539 ","$44,583 ","$26,375 ", ,"$17,413 ", ,225,101,124, ,101,66,35, ,101,4,13,71,7,4,2,0,0,0, ,159,54,105, ,366,56,310, ,120,30,90,45.0,0.96346838,1.630529816,13.97522055,15.60575037
3732580,,Hoopers Creek CDP,89,Henderson,"1,392",200.6,6.94, ,37,33,161,150,50,70,305,240,150,171,25,0,,"1,392",0,0,0,0,0,0, ,"1,363",29, ,961,8,358,340,81,157,17,0, ,961,8,698,255, ,568,48,16,37,57,0,8,22,46,0,81,177,26,19,24,0,7, ,"$55,286 ", ,"$55,286 ","$55,000 ",, ,"$25,132 ", ,568,448,120, ,448,419,29, ,448,0,0,65,110,225,32,7,9,0, ,372,16,356, ,815,64,751, ,196,16,180,,0.18668431,0.285743184,1.111183978,1.396927163
3732640,,Hope Mills town,51,Cumberland,"15,972","1,984.00",8.05, ,"1,304","1,633",966,657,"1,161","2,417","2,074","2,433","1,588","1,027",479,233,,"8,148","5,345",512,250,37,254,"1,426", ,"14,437","1,535", ,"10,251",667,"2,829","4,486","1,530",622,65,52, ,"10,251",667,"7,315","2,269", ,"5,910",510,165,453,388,328,373,349,248,279,393,590,651,498,300,258,127, ,"$47,730 ", ,"$47,730 ","$58,981 ","$29,289 ", ,"$23,963 ", ,"5,910","3,771","2,139", ,"3,771","2,053","1,718", ,"3,771",57,62,723,"1,317","1,536",51,0,0,25, ,"4,222","1,000","3,222", ,"9,652","1,332","8,320", ,"1,644",127,"1,517",71.0,0.63088733,2.125180984,8.814226879,10.93940786
3732740,,Horse Shoe CDP,89,Henderson,"2,174",291.4,7.46, ,85,136,138,91,92,165,263,304,204,468,200,28,,"2,092",54,0,0,0,0,28, ,"2,155",19, ,"1,632",85,340,630,366,186,0,25, ,"1,632",85,970,577, ,821,55,6,13,31,40,28,17,61,35,92,75,102,95,73,50,48, ,"$69,464 ", ,"$69,464 ","$74,145 ","$27,000 ", ,"$35,866 ", ,821,729,92, ,729,722,7, ,729,0,0,49,27,381,202,56,14,0, ,436,73,363, ,"1,028",149,879, ,696,50,646,,0.24441569,1.295846781,19.3731279,20.66897468
3732840,,Hot Springs town,115,Madison,530,184.9,2.87, ,13,11,26,32,28,63,62,142,44,71,32,6,,526,0,0,0,0,0,4, ,530,0, ,420,43,128,138,94,17,0,0, ,420,43,266,111, ,227,13,21,19,50,2,12,4,18,15,19,19,26,6,3,0,0, ,"$34,271 ", ,"$34,271 ","$49,688 ","$21,513 ", ,"$22,301 ", ,227,134,93, ,134,134,0, ,134,7,0,24,20,68,15,0,0,0, ,82,40,42, ,339,81,258, ,109,23,86,57.0,0.6978,3.372226542,19.24355963,22.61578618
3732980,,Hudson town,27,Caldwell,"3,713","1,015.10",3.66, ,195,192,385,211,341,425,489,535,369,244,203,124,,"3,384",2,0,0,0,198,129, ,"3,252",461, ,"2,389",389,692,854,311,101,22,20, ,"2,389",389,"1,546",454, ,"1,463",132,67,163,134,80,48,64,62,32,141,133,149,164,58,24,12, ,"$44,016 ", ,"$44,016 ","$54,261 ","$21,293 ", ,"$21,884 ", ,"1,463","1,043",420, ,"1,043","1,007",36, ,"1,043",0,10,199,311,523,0,0,0,0, ,957,289,668, ,"2,159",432,"1,727", ,571,79,492,89.0,0.54788911,0.781973988,7.16485942,7.946833409
3733120,,Huntersville town,119,Mecklenburg,"57,288","1,385.70",41.34, ,"3,771","4,400","4,603","2,482","3,471","6,635","9,045","9,248","6,588","4,936","1,613",496,,"44,137","7,211",113,"2,318",0,"1,132","2,377", ,"53,343","3,945", ,"38,561","1,611","5,274","10,908","13,585","5,841",949,393, ,"38,561","1,611","16,182","20,768", ,"20,666",427,306,322,474,380,588,588,539,478,"1,307","1,841","2,988","2,619","1,738","2,744","3,327", ,"$100,789 ", ,"$100,789 ","$115,982 ","$62,683 ", ,"$45,157 ", ,"20,666","15,217","5,449", ,"15,217","12,634","2,583", ,"15,217",113,186,121,421,"5,976","6,641","1,406",202,151, ,"15,129",728,"14,401", ,"34,958","1,400","33,558", ,"6,809",168,"6,641",74.0,0.15863836,0.000534242,7.235526148,7.23606039
3733320,,Icard CDP,23,Burke,"2,119",553.8,3.83, ,187,115,156,6,126,264,366,274,193,194,186,52,,"1,825",11,0,281,0,0,2, ,"2,094",25, ,"1,529",352,538,550,59,15,15,0, ,"1,529",352,"1,088",89, ,917,82,84,66,18,109,24,63,65,6,145,163,70,22,0,0,0, ,"$40,481 ", ,"$40,481 ","$42,327 ","$22,222 ", ,"$19,046 ", ,917,743,174, ,743,671,72, ,743,25,47,205,245,179,14,28,0,0, ,464,87,377, ,"1,205",207,998, ,364,121,243,56.0,0.73842152,0.053991177,1.337756261,1.391747438
3733460,,Indian Beach town,31,Carteret,184,323.1,0.57, ,0,2,5,3,6,3,16,6,75,52,16,0,,178,5,0,0,0,1,0, ,183,1, ,168,0,32,21,60,41,8,6, ,168,0,53,115, ,86,3,0,5,2,1,1,1,0,0,4,19,10,1,10,18,11, ,"$90,000 ", ,"$90,000 ","$95,000 ",, ,"$53,733 ", ,86,72,14, ,72,72,0, ,72,0,0,0,0,7,37,19,3,6, ,0,0,0, ,106,5,101, ,68,0,68,64.0,0.1578256,36.76997036,58.48733287,95.25730323
3733560,,Indian Trail town,179,Union,"39,644","1,782.80",22.24, ,"3,035","3,136","3,198","2,086","3,992","4,387","5,838","6,155","3,994","2,684",964,175,,"32,700","3,582",126,"1,003",4,914,"1,315", ,"35,788","3,856", ,"24,197","1,636","5,683","7,526","6,123","2,441",625,163, ,"24,197","1,636","13,209","9,352", ,"12,693",280,247,204,307,292,381,347,491,393,983,"1,265","2,304","1,544","1,217","1,217","1,221", ,"$86,512 ", ,"$86,512 ","$89,837 ","$63,854 ", ,"$35,388 ", ,"12,693","10,989","1,704", ,"10,989","8,866","2,123", ,"10,989",189,123,213,"1,128","6,763","2,069",340,141,23, ,"11,289",851,"10,438", ,"24,366","1,272","23,094", ,"3,823",175,"3,648",84.0,0.24735606,0.800137382,8.589114795,9.389252178
3733640,,Ingold CDP,163,Sampson,533,102.9,5.18, ,108,113,13,2,0,199,0,2,47,20,29,0,,452,81,0,0,0,0,0, ,133,400, ,297,26,174,96,1,0,0,0, ,297,26,270,1, ,213,0,0,20,0,106,76,0,0,0,0,10,0,0,1,0,0, ,"$29,540 ", ,"$29,540 ","$33,362 ",, ,"$13,250 ", ,213,60,153, ,60,1,59, ,60,10,0,49,0,1,0,0,0,0, ,236,191,45, ,248,163,85, ,49,20,29,43.0,0.84568609,0.504561019,26.75473462,27.25929564
3733820,,Iron Station CDP,109,Lincoln,539,228.2,2.36, ,11,28,13,67,68,57,53,61,75,24,44,38,,520,0,0,0,0,0,19, ,539,0, ,352,90,107,143,12,0,0,0, ,352,90,250,12, ,267,0,54,16,12,66,0,10,0,0,10,0,50,11,38,0,0, ,, ,,"$76,354 ",, ,"$26,462 ", ,267,185,82, ,185,185,0, ,185,0,0,10,97,78,0,0,0,0, ,119,0,119, ,314,42,272, ,106,12,94,,0.5303,0.0,2.037910385,2.037910385
3733940,,Ivanhoe CDP,163,Sampson,229,45.6,5.02, ,31,19,15,0,0,24,0,27,0,91,22,0,,38,191,0,0,0,0,0, ,208,21, ,164,75,51,38,0,0,0,0, ,164,75,89,0, ,92,22,0,0,0,27,21,0,0,0,0,0,0,22,0,0,0, ,"$27,222 ", ,"$27,222 ","$27,222 ",, ,"$17,138 ", ,92,92,0, ,92,22,70, ,92,27,22,0,21,22,0,0,0,0, ,65,65,0, ,51,51,0, ,113,22,91,44.0,0.84496073,1.409490461,43.59017827,44.99966873
3733993,,JAARS CDP,179,Union,"1,090","1,268.40",0.86, ,0,137,117,244,0,46,188,89,220,19,30,0,,434,656,0,0,0,0,0, ,"1,090",0, ,592,84,128,88,239,53,0,0, ,592,84,216,292, ,296,0,19,19,0,9,11,34,0,0,148,22,9,10,9,0,6, ,"$53,620 ", ,"$53,620 ","$53,958 ","$39,743 ", ,"$14,657 ", ,296,197,99, ,197,95,102, ,197,102,0,39,0,56,0,0,0,0, ,420,275,145, ,543,39,504, ,49,19,30,62.0,0.1883,0.0,24.52754991,24.52754991
3734000,,Jackson town,131,Northampton,708,701,1.01, ,22,36,85,0,20,204,23,56,99,102,50,11,,271,423,0,0,0,0,14, ,699,9, ,545,89,107,293,48,8,0,0, ,545,89,400,56, ,283,14,39,15,28,2,22,9,67,11,21,8,14,17,8,0,8, ,"$40,466 ", ,"$40,466 ","$41,419 ",, ,"$19,444 ", ,283,211,72, ,211,104,107, ,211,82,8,62,33,24,0,0,2,0, ,143,11,132, ,339,102,237, ,163,29,134,54.0,0.74130003,3.070256226,10.52280944,13.59306566
3734038,,Jackson Heights CDP,107,Lenoir,714,491.4,1.45, ,0,0,59,51,25,0,46,268,64,84,67,50,,539,81,0,0,0,94,0, ,484,230, ,579,171,301,107,0,0,0,0, ,579,171,408,0, ,320,0,37,54,0,17,28,0,69,15,0,20,31,20,29,0,0, ,"$40,870 ", ,"$40,870 ","$40,870 ",, ,"$22,920 ", ,320,320,0, ,320,191,129, ,320,125,49,35,0,85,26,0,0,0, ,110,94,16, ,403,22,381, ,201,34,167,,0.92090001,9.968794307,7.470756118,17.43955042
3734160,,Jackson Springs CDP,125,Moore,132,82.7,1.6, ,0,0,0,0,58,0,23,23,0,0,28,0,,132,0,0,0,0,0,0, ,132,0, ,74,28,0,46,0,0,0,0, ,74,28,46,0, ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23, ,, ,,,, ,"$40,907 ", ,23,23,0, ,23,23,0, ,23,0,0,0,0,23,0,0,0,0, ,0,0,0, ,104,0,104, ,28,0,28,,0.2147,1.103159603,6.447365246,7.55052485
3734200,,Jacksonville city,133,Onslow,"74,313","1,527.50",48.65, ,"6,344","3,982","3,786","1,781","27,410","12,563","5,981","3,475","3,984","3,172","1,405",430,,"50,233","13,734",291,"2,160",180,"1,294","6,421", ,"60,418","13,895", ,"31,010","2,040","9,012","12,219","5,052","1,996",493,198, ,"31,010","2,040","21,231","7,739", ,"21,126","1,122",865,923,886,"1,765","1,232","2,278","1,242","1,397","2,464","2,170","2,167",841,799,441,534, ,"$45,754 ", ,"$45,754 ","$62,332 ","$38,972 ", ,"$23,665 ", ,"21,126","6,977","14,149", ,"6,977","4,739","2,238", ,"6,977",118,131,540,"2,177","3,655",257,76,5,18, ,"15,582","2,938","12,644", ,"34,809","4,134","30,675", ,"4,824",508,"4,316",77.0,0.7677,0.923782268,24.19913878,25.12292104
3734260,,James City CDP,49,Craven,"5,378",697.5,7.71, ,268,265,392,228,297,503,781,751,790,699,342,62,,"4,457",702,25,81,0,3,110, ,"5,094",284, ,"3,928",540,887,"1,564",585,170,152,30, ,"3,928",540,"2,451",937, ,"2,086",164,70,77,116,134,138,36,66,16,163,244,358,212,112,46,134, ,"$61,370 ", ,"$61,370 ","$67,295 ","$29,341 ", ,"$36,423 ", ,"2,086","1,709",377, ,"1,709","1,421",288, ,"1,709",101,88,410,376,528,104,41,5,56, ,"1,108",293,815, ,"3,117",386,"2,731", ,"1,012",60,952,59.0,0.29456885,2.02280498,51.23026006,53.25306504
3734300,,Jamestown town,81,Guilford,"4,298","1,435.60",2.99, ,40,308,150,237,175,486,682,498,566,746,315,95,,"3,531",637,0,76,0,11,43, ,"4,130",168, ,"3,388",59,712,"1,118",866,537,47,49, ,"3,388",59,"1,830","1,499", ,"1,861",68,89,36,128,22,116,54,95,37,216,132,176,257,123,100,212, ,"$65,945 ", ,"$65,945 ","$95,857 ","$24,645 ", ,"$44,789 ", ,"1,861","1,402",459, ,"1,402","1,275",127, ,"1,402",0,8,22,105,931,308,4,20,4, ,733,156,577, ,"2,407",277,"2,130", ,"1,156",0,"1,156",84.0,0.27972172,2.072876297,9.301827059,11.37470336
3734320,,Jamesville town,117,Martin,578,396.9,1.46, ,31,57,34,36,66,64,75,33,53,97,15,17,,260,222,30,0,0,7,59, ,556,22, ,354,32,87,133,38,64,0,0, ,354,32,220,102, ,265,30,46,4,8,25,0,65,4,15,22,13,21,0,12,0,0, ,"$38,072 ", ,"$38,072 ","$39,386 ",, ,"$18,381 ", ,265,133,132, ,133,110,23, ,133,0,4,106,18,5,0,0,0,0, ,158,63,95, ,291,75,216, ,129,24,105,48.0,0.6264653,2.877598659,25.37166466,28.24926332
3734440,,Jefferson town,9,Ashe,"1,609",773.7,2.08, ,90,81,84,25,95,190,113,273,155,242,152,109,,"1,488",38,9,0,0,19,55, ,"1,498",111, ,"1,234",177,439,449,129,28,9,3, ,"1,234",177,888,169, ,687,119,29,56,48,75,59,43,55,10,58,35,59,20,18,3,0, ,"$30,764 ", ,"$30,764 ","$41,528 ","$24,250 ", ,"$18,862 ", ,687,330,357, ,330,326,4, ,330,0,0,84,71,130,42,3,0,0, ,270,142,128, ,783,251,532, ,336,40,296,57.0,0.84679998,0.336348749,2.99834951,3.334698258
3734840,,Jonesville town,197,Yadkin,"2,513",871.1,2.88, ,107,130,141,87,228,395,164,267,340,260,292,102,,"1,974",346,0,27,0,36,130, ,"2,453",60, ,"1,820",308,739,684,64,17,8,0, ,"1,820",308,"1,423",89, ,"1,171",179,96,211,103,78,59,59,27,53,99,63,97,15,3,7,22, ,"$24,915 ", ,"$24,915 ","$42,417 ","$16,063 ", ,"$19,030 ", ,"1,171",603,568, ,603,508,95, ,603,17,22,265,197,95,7,0,0,0, ,418,191,227, ,"1,394",392,"1,002", ,654,133,521,55.0,0.634,2.758806379,13.08451889,15.84332527
3735200,,Kannapolis city,"25, 159","Cabarrus, Rowan","49,788","1,521.90",32.71, ,"3,829","3,683","3,628","1,923","4,028","7,460","6,499","6,566","4,828","4,723","1,889",732,,"33,280","10,823",0,"1,063",59,"3,098","1,465", ,"43,471","6,317", ,"32,697","4,438","9,073","11,053","5,472","2,227",265,169, ,"32,697","4,438","20,126","8,133", ,"17,569","1,089",724,940,"1,115",723,795,841,"1,097",682,"1,326","2,256","2,336","1,226",744,962,713, ,"$55,923 ", ,"$55,923 ","$71,879 ","$39,847 ", ,"$27,198 ", ,"17,569","10,772","6,797", ,"10,772","8,700","2,072", ,"10,772",183,113,"2,097","2,450","4,331","1,422",72,18,86, ,"12,978","3,006","9,972", ,"29,354","3,071","26,283", ,"7,144",646,"6,498",,0.55657899,0.708472975,8.841433497,9.549906473
3735340,,Keener CDP,163,Sampson,176,15.8,11.17, ,0,0,0,0,0,0,0,42,18,22,76,18,,116,60,0,0,0,0,0, ,176,0, ,176,42,72,53,9,0,0,0, ,176,42,125,9, ,152,0,60,0,0,13,17,40,0,0,13,0,0,9,0,0,0, ,"$32,941 ", ,"$32,941 ","$28,846 ",, ,"$28,372 ", ,152,134,18, ,134,92,42, ,134,42,13,13,40,26,0,0,0,0, ,0,0,0, ,60,42,18, ,116,0,116,39.0,0.93750027,0.0,1.879069426,1.879069426
3735360,,Kelford town,15,Bertie,330,684.3,0.48, ,9,34,14,8,65,23,24,21,59,49,24,0,,64,234,0,2,0,0,30, ,313,17, ,200,58,72,62,7,1,0,0, ,200,58,134,8, ,156,40,4,2,11,14,8,3,27,1,18,19,4,0,0,0,5, ,"$34,688 ", ,"$34,688 ","$29,250 ","$40,588 ", ,"$20,658 ", ,156,114,42, ,114,20,94, ,114,8,13,89,2,2,0,0,0,0, ,65,0,65, ,192,51,141, ,73,5,68,46.0,0.8089,0.0,13.08865757,13.08865757
3735440,,Kelly CDP,17,Bladen,336,29,11.59, ,41,42,7,6,0,103,0,0,38,67,32,0,,177,0,0,0,0,159,0, ,177,159, ,240,75,60,105,0,0,0,0, ,240,75,165,0, ,148,40,0,30,0,31,21,0,0,0,7,19,0,0,0,0,0, ,"$25,323 ", ,"$25,323 ","$27,379 ",, ,"$12,480 ", ,148,97,51, ,97,97,0, ,97,19,23,40,0,15,0,0,0,0, ,96,69,27, ,141,109,32, ,99,19,80,42.0,0.8251,0.0,99.41747439,99.41747439
3735460,,Kenansville town,61,Duplin,949,451.1,2.1, ,3,137,53,11,43,117,77,103,133,151,69,52,,596,255,0,28,0,0,70, ,939,10, ,702,72,186,298,111,35,0,0, ,702,72,484,146, ,373,30,51,26,22,31,4,25,19,7,36,31,48,18,16,9,0, ,"$39,653 ", ,"$39,653 ","$60,250 ","$15,563 ", ,"$22,004 ", ,373,212,161, ,212,117,95, ,212,2,12,108,33,54,0,0,0,3, ,204,9,195, ,438,39,399, ,211,34,177,63.0,0.83800001,0.0,9.754877985,9.754877985
3735540,,Kenly town,"101, 195","Johnston, Wilson","2,385","1,367.70",1.74, ,272,147,225,190,69,294,276,345,332,117,94,24,,"1,302",800,0,0,0,63,220, ,"2,054",331, ,"1,482",261,595,468,98,55,0,5, ,"1,482",261,"1,063",158, ,834,120,62,121,54,44,29,66,26,13,20,165,69,33,0,12,0, ,"$32,833 ", ,"$32,833 ","$66,889 ","$18,125 ", ,"$16,172 ", ,834,400,434, ,400,242,158, ,400,13,53,119,84,127,4,0,0,0, ,820,367,453, ,"1,316",344,972, ,235,59,176,,0.72682918,0.684308043,7.017185786,7.70149383
3735600,,Kernersville town,67,Forsyth,"24,876","1,390.50",17.89, ,"1,542","1,286","1,362",856,"2,435","3,384","3,054","3,623","3,068","2,687","1,083",496,,"19,096","3,699",205,432,21,716,707, ,"22,063","2,813", ,"17,395","1,722","4,247","5,867","3,778","1,265",280,236, ,"17,395","1,722","10,114","5,559", ,"10,731",651,657,425,603,450,576,430,676,305,806,"1,170","1,330",767,576,793,516, ,"$56,991 ", ,"$56,991 ","$88,201 ","$39,152 ", ,"$33,590 ", ,"10,731","5,564","5,167", ,"5,564","4,702",862, ,"5,564",123,84,331,"1,116","2,896",923,64,18,9, ,"5,036",910,"4,126", ,"15,528","1,534","13,994", ,"4,170",472,"3,698",,0.40887261,0.445870147,4.825295797,5.271165944
3735720,,Kill Devil Hills town,55,Dare,"7,249","1,290.30",5.62, ,265,281,330,176,781,474,"1,108","1,236","1,469",668,359,102,,"6,558",237,0,91,0,162,201, ,"6,519",730, ,"5,416",312,"1,242","1,924","1,332",503,77,26, ,"5,416",312,"3,166","1,938", ,"3,287",96,122,124,167,47,130,193,191,166,440,422,387,330,245,116,111, ,"$59,389 ", ,"$59,389 ","$68,125 ","$41,766 ", ,"$33,657 ", ,"3,287","2,318",969, ,"2,318","2,312",6, ,"2,318",82,39,0,84,"1,455",566,43,36,13, ,974,187,787, ,"5,068",417,"4,651", ,"1,129",51,"1,078",7.0,0.22683917,34.4607553,64.69454817,99.15530347
3735760,,King city,"169, 67","Stokes, Forsyth","6,980","1,154.60",6.05, ,453,287,477,164,704,683,673,943,"1,059",777,539,221,,"6,676",269,0,10,0,7,18, ,"6,764",216, ,"4,895",527,"1,728","1,433",869,319,13,6, ,"4,895",527,"3,161","1,207", ,"2,907",128,147,204,86,23,287,107,138,68,123,365,497,361,131,148,94, ,"$66,691 ", ,"$66,691 ","$80,282 ","$30,803 ", ,"$34,292 ", ,"2,907","1,952",955, ,"1,952","1,845",107, ,"1,952",0,0,127,557,"1,029",239,0,0,0, ,"1,381",43,"1,338", ,"4,040",146,"3,894", ,"1,314",137,"1,177",,0.38421703,0.345223101,2.179495961,2.524719062
3735870,,Kings Grant CDP,129,New Hanover,"8,596","1,893.50",4.54, ,436,232,286,287,"1,204","1,408","1,059","1,114","1,048","1,039",373,110,,"7,332","1,048",25,122,0,10,59, ,"8,249",347, ,"6,151","1,171","1,677","1,622","1,148",414,45,74, ,"6,151","1,171","3,299","1,681", ,"3,916",160,57,100,828,187,152,192,262,102,241,370,584,371,209,54,47, ,"$46,351 ", ,"$46,351 ","$72,083 ","$21,954 ", ,"$27,888 ", ,"3,916","2,503","1,413", ,"2,503","2,076",427, ,"2,503",104,82,93,399,"1,736",33,0,0,56, ,"1,239",154,"1,085", ,"5,833",643,"5,190", ,"1,522",63,"1,459",61.0,0.42617689,1.878488279,13.84216738,15.72065566
3735880,,Kings Mountain city,"45, 71","Cleveland, Gaston","10,885",810.8,13.42, ,693,881,678,352,695,"1,136","1,203","1,313","1,670","1,293",493,478,,"7,840","2,532",0,150,0,281,82, ,"10,467",418, ,"7,586","1,200","3,082","2,005",899,336,64,0, ,"7,586","1,200","5,087","1,299", ,"4,360",580,286,410,373,263,140,188,171,137,296,478,515,232,118,97,76, ,"$38,936 ", ,"$38,936 ","$59,167 ","$22,939 ", ,"$22,178 ", ,"4,360","2,736","1,624", ,"2,736","2,406",330, ,"2,736",128,184,587,543,"1,143",151,0,0,0, ,"2,552","1,174","1,378", ,"6,008","1,311","4,697", ,"2,120",313,"1,807",,0.67209301,0.349220895,2.794732913,3.143953808
3735890,,Kingstown town,45,Cleveland,581,330,1.76, ,20,15,27,17,47,31,69,66,136,120,22,11,,48,525,0,0,0,0,8, ,575,6, ,455,96,230,94,23,12,0,0, ,455,96,324,35, ,242,29,39,21,16,13,9,10,11,17,13,28,20,12,0,0,4, ,"$31,875 ", ,"$31,875 ","$36,875 ","$27,188 ", ,"$28,133 ", ,242,175,67, ,175,13,162, ,175,7,7,110,34,17,0,0,0,0, ,79,10,69, ,349,39,310, ,153,23,130,51.0,0.63256406,0.0,4.868385069,4.868385069
