Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3702320,,Askewville town,15,Bertie,182,307.5,0.59, ,2,4,3,9,19,10,14,24,18,36,42,1,,173,0,0,0,0,6,3, ,177,5, ,145,13,81,41,2,8,0,0, ,145,13,122,10, ,89,4,19,2,11,3,3,5,1,4,4,7,12,5,4,4,1, ,"$36,250 ", ,"$36,250 ","$45,938 ","$23,125 ", ,"$27,616 ", ,89,77,12, ,77,74,3, ,77,4,5,33,8,10,16,0,1,0, ,18,0,18, ,85,6,79, ,79,20,59,47.0,0.6164,0.0,1.004735742,1.004735742
3702460,,Atkinson town,141,Pender,351,354.6,0.99, ,17,25,20,14,21,56,44,45,43,36,13,17,,271,45,0,0,0,16,19, ,317,34, ,254,42,109,80,17,5,1,0, ,254,42,189,23, ,114,9,2,12,12,16,9,0,4,6,10,10,16,0,5,2,1, ,"$34,167 ", ,"$34,167 ","$34,063 ",, ,"$19,222 ", ,114,97,17, ,97,89,8, ,97,5,24,28,15,19,6,0,0,0, ,76,16,60, ,209,41,168, ,66,12,54,56.0,0.59560001,2.197848389,8.564671626,10.76252002
3702480,,Atlantic CDP,31,Carteret,608,661,0.92, ,55,0,53,0,36,84,30,123,98,70,28,31,,608,0,0,0,0,0,0, ,601,7, ,464,78,252,102,17,10,5,0, ,464,78,354,32, ,236,5,5,21,5,19,2,12,36,20,34,27,19,13,5,6,7, ,"$49,125 ", ,"$49,125 ","$56,336 ","$26,382 ", ,"$34,980 ", ,236,183,53, ,183,176,7, ,183,20,13,38,41,33,26,6,6,0, ,108,0,108, ,371,18,353, ,129,5,124,,0.37914229,18.46092213,18.90821261,37.36913474
3702500,,Atlantic Beach town,31,Carteret,"1,870",799.5,2.34, ,14,84,80,32,37,134,94,305,285,431,193,181,,"1,827",10,4,0,0,14,15, ,"1,856",14, ,"1,623",48,329,635,454,88,50,19, ,"1,623",48,964,611, ,990,17,45,32,63,136,54,30,52,39,33,105,204,52,43,33,52, ,"$59,348 ", ,"$59,348 ","$62,292 ","$48,578 ", ,"$45,786 ", ,990,697,293, ,697,682,15, ,697,24,23,48,27,103,265,79,79,49, ,205,34,171, ,855,83,772, ,805,13,792,7.0,0.21792812,20.24366465,74.2558482,94.49951284
3702580,,Aulander town,15,Bertie,965,653.3,1.48, ,198,18,52,16,61,127,213,30,107,36,107,0,,279,603,0,0,0,61,22, ,904,61, ,620,164,221,200,29,6,0,0, ,620,164,421,35, ,392,21,30,42,9,61,0,4,35,21,43,0,76,38,0,3,9, ,"$42,071 ", ,"$42,071 ","$54,097 ","$28,558 ", ,"$21,718 ", ,392,227,165, ,227,78,149, ,227,27,4,167,24,5,0,0,0,0, ,284,73,211, ,538,116,422, ,143,20,123,41.0,0.88570001,4.099972232,14.78059247,18.88056471
3702620,,Aurora town,13,Beaufort,772,831.7,0.93, ,4,71,69,23,60,66,127,108,110,77,54,3,,322,414,0,0,0,0,36, ,772,0, ,545,67,304,144,19,11,0,0, ,545,67,448,30, ,320,37,53,3,10,14,28,30,4,11,61,22,26,18,1,0,2, ,"$38,026 ", ,"$38,026 ","$51,250 ","$13,385 ", ,"$20,710 ", ,320,183,137, ,183,110,73, ,183,22,56,66,19,19,0,0,1,0, ,162,92,70, ,471,134,337, ,134,36,98,53.0,0.6118,10.70559208,41.63530293,52.340895
3702700,,Autryville town,163,Sampson,192,367.5,0.52, ,11,4,8,2,17,20,24,20,30,24,27,5,,167,17,6,0,0,0,2, ,192,0, ,150,40,62,29,12,2,0,5, ,150,40,91,19, ,80,0,0,0,11,21,6,13,1,0,7,5,0,10,0,0,6, ,"$36,000 ", ,"$36,000 ","$38,036 ","$28,393 ", ,"$25,570 ", ,80,57,23, ,57,57,0, ,57,0,4,29,8,10,0,6,0,0, ,25,0,25, ,111,7,104, ,56,0,56,48.0,0.51766725,1.982973448,34.94679531,36.92976876
3702760,,Avery Creek CDP,21,Buncombe,"3,256","1,880.20",1.73, ,148,103,139,339,418,180,546,718,363,203,99,0,,"2,668",539,0,49,0,0,0, ,"3,256",0, ,"2,109",11,463,743,602,202,71,17, ,"2,109",11,"1,206",892, ,906,0,0,0,26,0,28,12,57,24,37,158,157,113,95,96,103, ,"$90,333 ", ,"$90,333 ","$97,563 ","$64,484 ", ,"$35,490 ", ,906,803,103, ,803,735,68, ,803,0,0,12,13,487,177,100,14,0, ,729,53,676, ,"2,225",25,"2,200", ,302,0,302,65.0,0.2767,0.157878798,0.966341444,1.124220242
3702780,,Avon CDP,55,Dare,474,208.7,2.27, ,22,0,0,0,0,88,25,60,114,140,25,0,,474,0,0,0,0,0,0, ,474,0, ,452,99,41,123,153,36,0,0, ,452,99,164,189, ,363,49,0,71,29,78,29,0,0,30,31,46,0,0,0,0,0, ,"$26,729 ", ,"$26,729 ","$29,234 ",, ,"$25,432 ", ,363,291,72, ,291,291,0, ,291,0,0,0,29,201,24,37,0,0, ,22,0,22, ,287,24,263, ,165,25,140,,0.67251469,0.0,98.64087081,98.64087081
3702840,,Ayden town,147,Pitt,"5,138","1,347.10",3.81, ,286,353,455,205,346,677,588,692,526,614,315,81,,"2,703","1,891",18,87,0,188,251, ,"4,640",498, ,"3,493",428,"1,159","1,318",316,208,20,44, ,"3,493",428,"2,477",588, ,"2,041",250,148,220,36,58,87,93,16,69,212,270,401,62,101,18,0, ,"$53,317 ", ,"$53,317 ","$63,385 ","$16,969 ", ,"$22,093 ", ,"2,041","1,239",802, ,"1,239",851,388, ,"1,239",58,72,247,363,486,0,13,0,0, ,"1,255",344,911, ,"2,796",600,"2,196", ,963,182,781,67.0,0.79841871,0.573727081,9.023578868,9.597305949
3702960,,Badin town,167,Stanly,"1,976","1,090.00",1.81, ,60,96,98,35,49,294,346,466,253,158,115,6,,"1,120",776,6,0,0,32,42, ,"1,913",63, ,"1,638",347,662,533,86,1,4,5, ,"1,638",347,"1,195",96, ,447,41,74,26,31,32,43,25,43,17,25,19,42,20,9,0,0, ,"$32,031 ", ,"$32,031 ","$35,179 ","$28,125 ", ,"$13,301 ", ,447,301,146, ,301,188,113, ,301,0,55,119,56,67,4,0,0,0, ,289,61,228, ,665,181,484, ,200,11,189,6.0,0.64631786,0.415016285,3.07813855,3.493154836
3703020,,Bailey town,127,Nash,492,700.9,0.7, ,87,7,15,13,31,73,43,54,43,75,41,10,,292,80,0,0,0,58,62, ,410,82, ,339,49,119,108,57,6,0,0, ,339,49,227,63, ,215,2,15,9,12,37,6,32,3,6,14,8,41,22,2,6,0, ,"$39,018 ", ,"$39,018 ","$47,083 ","$35,250 ", ,"$24,650 ", ,215,143,72, ,143,107,36, ,143,0,14,44,46,26,9,0,4,0, ,122,72,50, ,244,48,196, ,126,8,118,56.0,0.67380001,,,
3703100,,Bakersville town,121,Mitchell,706,928.8,0.76, ,41,18,8,11,34,144,27,63,48,221,50,41,,700,0,6,0,0,0,0, ,694,12, ,594,106,69,348,40,19,12,0, ,594,106,417,71, ,304,59,18,28,2,3,4,3,22,0,18,40,15,0,79,5,8, ,"$53,750 ", ,"$53,750 ",,"$9,917 ", ,"$33,153 ", ,304,187,117, ,187,187,0, ,187,0,3,29,21,120,8,0,0,6, ,78,29,49, ,316,55,261, ,312,52,260,47.0,0.6159,5.620347408,14.11017016,19.73051756
3703150,,Bald Head Island village,19,Brunswick,209,53.4,3.91, ,0,0,0,0,0,0,0,6,43,107,41,12,,209,0,0,0,0,0,0, ,207,2, ,209,0,9,29,89,56,19,7, ,209,0,38,171, ,126,2,2,6,0,2,5,4,4,0,2,7,19,13,8,17,35, ,"$116,000 ", ,"$116,000 ","$111,250 ",, ,"$112,418 ", ,126,118,8, ,118,118,0, ,118,0,0,0,0,6,9,26,37,40, ,0,0,0, ,49,2,47, ,160,4,156,69.0,0.01316594,6.022300713,77.2358376,83.25813831
3703220,,Balfour CDP,89,Henderson,"1,177",725,1.62, ,30,62,68,32,47,233,189,109,126,176,92,13,,"1,141",22,0,0,0,0,14, ,"1,045",132, ,938,68,118,277,344,93,5,33, ,938,68,395,475, ,538,58,40,0,18,63,15,7,18,0,48,57,75,29,27,31,52, ,"$60,833 ", ,"$60,833 ","$79,821 ",, ,"$38,426 ", ,538,415,123, ,415,343,72, ,415,0,0,6,70,273,30,15,21,0, ,192,12,180, ,704,67,637, ,281,31,250,6.0,0.35260981,0.827483023,4.682145354,5.509628377
3703500,,Banner Elk town,11,Avery,"1,473",767.2,1.92, ,32,7,19,14,885,116,52,73,69,132,65,9,,"1,302",63,1,32,0,15,60, ,"1,361",112, ,516,9,69,162,139,105,12,20, ,516,9,231,276, ,352,13,8,11,17,7,54,19,27,18,16,24,22,13,20,37,46, ,"$53,750 ", ,"$53,750 ","$89,464 ","$39,083 ", ,"$29,943 ", ,352,227,125, ,227,199,28, ,227,0,0,5,38,69,103,4,3,5, ,72,29,43, ,327,58,269, ,206,7,199,63.0,0.65754179,1.822827422,11.24320623,13.06603365
3703640,,Barker Heights CDP,89,Henderson,"1,289","1,297.70",0.99, ,46,139,90,39,34,114,162,384,144,64,28,45,,"1,096",139,0,16,0,0,38, ,"1,008",281, ,941,212,227,441,32,13,16,0, ,941,212,668,61, ,567,42,26,31,99,101,0,7,11,6,17,113,95,16,0,0,3, ,, ,,"$52,353 ","$25,546 ", ,"$20,553 ", ,567,286,281, ,286,270,16, ,286,0,0,48,96,137,5,0,0,0, ,314,150,164, ,838,250,588, ,137,0,137,55.0,0.47248616,2.35069401,38.38960319,40.7402972
3703665,,Barker Ten Mile CDP,155,Robeson,955,419.5,2.28, ,34,31,18,27,82,150,98,97,105,230,69,14,,529,141,202,8,0,0,75, ,955,0, ,763,49,186,223,225,64,16,0, ,763,49,409,305, ,351,15,0,56,17,6,18,18,0,0,13,50,45,53,24,10,26, ,"$68,818 ", ,"$68,818 ","$69,358 ",, ,"$33,086 ", ,351,335,16, ,335,248,87, ,335,0,7,92,115,83,32,6,0,0, ,110,9,101, ,532,34,498, ,313,8,305,64.0,0.56640004,0.069338314,6.516454026,6.58579234
3703720,,Barnardsville CDP,21,Buncombe,742,210.3,3.53, ,99,52,62,73,59,132,47,137,15,6,12,48,,718,0,0,0,0,0,24, ,742,0, ,397,80,93,146,62,16,0,0, ,397,80,239,78, ,232,41,12,0,17,10,0,7,72,10,0,15,10,32,0,0,6, ,"$41,151 ", ,"$41,151 ","$40,257 ",, ,"$15,143 ", ,232,123,109, ,123,123,0, ,123,0,10,42,51,14,6,0,0,0, ,286,0,286, ,390,38,352, ,66,41,25,,0.35042019,1.489429662,10.53441505,12.02384471
3703840,,Bath town,13,Beaufort,220,616.1,0.36, ,3,2,8,2,0,6,14,20,44,54,47,20,,216,2,0,0,0,0,2, ,220,0, ,205,8,51,61,57,16,5,7, ,205,8,112,85, ,122,12,2,7,4,7,7,11,0,5,17,5,8,15,3,10,9, ,"$52,500 ", ,"$52,500 ","$55,250 ","$50,938 ", ,"$46,620 ", ,122,111,11, ,111,109,2, ,111,2,0,8,4,33,45,17,0,2, ,15,0,15, ,84,9,75, ,121,6,115,61.0,0.24059681,3.600386679,74.07562794,77.67601462
3703960,,Bayboro town,137,Pamlico,"1,242",670.4,1.85, ,40,19,49,23,111,157,260,256,199,73,19,36,,493,673,7,12,0,0,57, ,"1,204",38, ,"1,000",170,317,464,21,18,1,9, ,"1,000",170,781,49, ,266,25,10,49,30,9,2,66,17,8,7,15,5,3,20,0,0, ,"$35,323 ", ,"$35,323 ","$37,039 ",, ,"$10,538 ", ,266,163,103, ,163,62,101, ,163,4,33,57,40,14,13,2,0,0, ,131,85,46, ,375,111,264, ,90,4,86,66.0,0.914197,12.26368786,42.97627588,55.23996374
3704015,,Bayshore CDP,129,New Hanover,"3,776","1,603.40",2.36, ,320,464,180,66,317,463,678,329,337,466,130,26,,"3,437",326,0,0,0,0,13, ,"3,776",0, ,"2,429",176,357,668,728,443,26,31, ,"2,429",176,"1,025","1,228", ,"1,238",88,0,23,17,165,14,28,22,15,40,50,234,187,180,87,88, ,"$86,429 ", ,"$86,429 ","$101,809 ","$75,313 ", ,"$35,276 ", ,"1,238",797,441, ,797,736,61, ,797,25,0,61,0,331,290,90,0,0, ,"1,030",172,858, ,"2,124",296,"1,828", ,622,180,442,64.0,0.25937444,7.216661998,21.92694152,29.14360352
3704040,,Bayview CDP,13,Beaufort,473,448.2,1.06, ,0,0,13,15,32,94,89,30,65,135,0,0,,473,0,0,0,0,0,0, ,379,94, ,413,40,195,98,25,46,9,0, ,413,40,293,80, ,196,0,0,21,0,11,30,0,11,0,0,32,35,38,0,18,0, ,"$73,750 ", ,"$73,750 ","$98,821 ",, ,"$34,956 ", ,196,145,51, ,145,110,35, ,145,0,18,0,22,52,53,0,0,0, ,28,0,28, ,310,30,280, ,135,0,135,,0.28005523,7.429864345,45.66895439,53.09881873
3704180,,Bear Grass town,117,Martin,82,323.4,0.25, ,17,1,1,3,0,8,18,15,3,10,6,0,,77,0,0,0,0,0,5, ,77,5, ,60,7,11,35,5,0,0,2, ,60,7,46,7, ,33,0,2,0,0,4,1,4,0,10,1,5,3,1,0,2,0, ,"$48,875 ", ,"$48,875 ","$49,125 ",, ,"$22,773 ", ,33,27,6, ,27,27,0, ,27,2,1,16,1,7,0,0,0,0, ,22,0,22, ,44,10,34, ,16,0,16,53.0,0.485,,,
3704260,,Beaufort town,31,Carteret,"4,382",865,5.07, ,160,144,209,107,353,535,448,363,652,879,391,141,,"3,586",550,26,19,0,56,145, ,"4,289",93, ,"3,409",322,759,"1,421",540,248,36,83, ,"3,409",322,"2,180",907, ,"2,160",186,376,201,130,105,48,95,92,80,156,328,158,67,53,34,51, ,"$36,466 ", ,"$36,466 ","$60,604 ","$20,357 ", ,"$26,373 ", ,"2,160",952,"1,208", ,952,885,67, ,952,2,5,29,124,519,137,39,17,80, ,620,136,484, ,"2,095",365,"1,730", ,"1,406",170,"1,236",68.0,0.29120602,15.70301448,58.84040719,74.54342167
3704510,,Beech Mountain town,"11, 189","Avery, Watauga",766,118.2,6.48, ,10,27,31,18,12,40,69,75,177,191,94,22,,734,3,8,9,0,0,12, ,757,9, ,668,22,97,250,162,83,30,24, ,668,22,347,299, ,350,11,8,9,14,15,10,6,12,23,37,45,42,35,24,25,34, ,"$72,917 ", ,"$72,917 ","$74,444 ","$51,250 ", ,"$45,259 ", ,350,318,32, ,318,311,7, ,318,0,2,15,20,132,103,29,13,4, ,86,16,70, ,373,25,348, ,307,17,290,,0.22819817,,,
3704640,,Belhaven town,13,Beaufort,"1,239",779,1.59, ,55,53,149,37,69,113,126,142,151,204,102,38,,566,660,1,0,0,0,12, ,"1,125",114, ,876,185,280,306,80,20,2,3, ,876,185,586,105, ,608,111,68,38,43,48,17,30,20,39,46,39,77,16,3,0,13, ,"$29,333 ", ,"$29,333 ","$38,929 ","$22,727 ", ,"$24,068 ", ,608,334,274, ,334,180,154, ,334,35,33,155,37,49,20,2,0,3, ,289,108,181, ,601,159,442, ,344,59,285,62.0,0.6343464,0.0,99.99999958,99.99999958
3704680,,Bell Arthur CDP,147,Pitt,378,203,1.86, ,42,30,0,39,27,51,7,88,60,34,0,0,,323,42,0,0,0,0,13, ,378,0, ,240,0,74,85,62,19,0,0, ,240,0,159,81, ,165,0,0,0,28,46,0,0,0,0,0,0,91,0,0,0,0, ,, ,,"$86,618 ",, ,"$24,140 ", ,165,100,65, ,100,100,0, ,100,0,0,35,65,0,0,0,0,0, ,111,0,111, ,233,0,233, ,34,0,34,,0.48966371,0.264736397,5.502974781,5.767711178
3704840,,Belmont city,71,Gaston,"12,292","1,010.90",12.16, ,905,961,881,321,"1,242","1,809","1,550","1,719","1,344",973,407,180,,"9,897","1,362",36,415,3,26,553, ,"12,045",247, ,"7,982",729,"1,630","2,264","2,180",878,255,46, ,"7,982",729,"3,894","3,359", ,"4,515",308,160,198,159,266,94,143,185,196,206,411,448,474,346,452,469, ,"$73,968 ", ,"$73,968 ","$98,800 ","$42,849 ", ,"$41,315 ", ,"4,515","3,088","1,427", ,"3,088","2,743",345, ,"3,088",109,24,184,483,"1,241",767,133,84,63, ,"3,012",606,"2,406", ,"7,090",883,"6,207", ,"1,529",194,"1,335",85.0,0.28962592,0.804108376,3.142772793,3.94688117
3704950,,Belville town,19,Brunswick,"2,696","1,581.80",1.7, ,104,162,156,65,267,502,358,489,246,234,54,59,,"1,689",734,3,6,0,77,187, ,"2,540",156, ,"1,942",188,362,797,480,49,41,25, ,"1,942",188,"1,159",595, ,"1,047",43,34,9,18,59,44,26,60,57,124,148,202,58,125,40,0, ,"$66,750 ", ,"$66,750 ","$72,008 ","$54,457 ", ,"$29,665 ", ,"1,047",701,346, ,701,522,179, ,701,10,5,60,88,437,92,6,0,3, ,463,24,439, ,"1,862",208,"1,654", ,347,5,342,75.0,0.32739543,2.096817417,26.01365789,28.11047531
3704955,,Belvoir CDP,147,Pitt,452,228.7,1.98, ,62,39,65,0,50,86,61,14,34,41,0,0,,326,126,0,0,0,0,0, ,452,0, ,236,0,71,72,93,0,0,0, ,236,0,143,93, ,130,0,7,0,59,0,0,0,50,0,0,0,0,14,0,0,0, ,, ,,"$41,025 ",, ,"$12,146 ", ,130,87,43, ,87,87,0, ,87,30,7,14,36,0,0,0,0,0, ,166,0,166, ,245,7,238, ,41,9,32,,0.901028,44.30605859,27.91051281,72.21657141
3704960,,Belwood town,45,Cleveland,"1,130",91.9,12.3, ,47,60,132,23,48,115,107,276,137,106,57,22,,"1,097",13,8,0,0,6,6, ,"1,095",35, ,820,91,371,280,42,22,7,7, ,820,91,651,78, ,365,13,13,2,21,28,31,5,95,18,24,42,34,10,4,10,15, ,"$42,119 ", ,"$42,119 ","$42,451 ","$33,846 ", ,"$20,479 ", ,365,279,86, ,279,267,12, ,279,16,28,63,38,116,17,1,0,0, ,258,75,183, ,683,97,586, ,185,29,156,57.0,0.57748361,0.0,5.230424219,5.230424219
3705020,,Bennett CDP,37,Chatham,355,111,3.2, ,34,21,30,76,30,39,36,38,11,40,0,0,,355,0,0,0,0,0,0, ,355,0, ,164,13,45,79,27,0,0,0, ,164,13,124,27, ,110,44,0,9,0,0,5,0,0,0,23,0,7,0,22,0,0, ,, ,,,, ,"$13,928 ", ,110,55,55, ,55,55,0, ,55,0,9,24,0,22,0,0,0,0, ,161,52,109, ,154,63,91, ,40,18,22,,0.57429937,,,
3705040,,Benson town,101,Johnston,"3,843","1,370.10",2.8, ,413,285,177,16,142,434,267,564,412,771,273,89,,"2,042","1,668",48,14,0,0,71, ,"3,541",302, ,"2,810",493,752,829,554,95,87,0, ,"2,810",493,"1,581",736, ,"1,433",281,24,82,180,33,66,34,15,37,203,181,64,62,31,88,52, ,"$45,268 ", ,"$45,268 ","$60,808 ","$19,875 ", ,"$23,484 ", ,"1,433",832,601, ,832,574,258, ,832,0,93,208,285,194,33,19,0,0, ,891,519,372, ,"1,811",484,"1,327", ,"1,059",254,805,,0.74746181,0.0,0.996719102,0.996719102
3705049,,Bent Creek CDP,21,Buncombe,"1,652",747.6,2.21, ,114,140,66,141,174,40,341,326,93,99,63,55,,"1,544",1,0,12,0,22,73, ,"1,429",223, ,"1,017",37,347,248,242,65,68,10, ,"1,017",37,595,385, ,547,0,19,15,0,4,48,0,18,0,0,140,102,49,0,77,75, ,"$82,629 ", ,"$82,629 ","$79,688 ",, ,"$46,734 ", ,547,529,18, ,529,435,94, ,529,54,46,0,66,163,188,12,0,0, ,456,0,456, ,974,46,928, ,217,19,198,61.0,0.2406,,,
3705135,,Bermuda Run town,59,Davie,"2,688","1,077.20",2.5, ,77,106,109,47,92,78,200,229,414,563,302,471,,"2,499",176,5,0,0,0,8, ,"2,671",17, ,"2,257",25,424,806,596,198,159,49, ,"2,257",25,"1,230","1,002", ,"1,430",0,7,29,80,46,99,58,13,238,59,156,281,94,71,64,135, ,"$71,082 ", ,"$71,082 ","$68,750 ","$79,481 ", ,"$45,863 ", ,"1,430","1,254",176, ,"1,254","1,231",23, ,"1,254",16,0,51,294,523,286,67,0,17, ,339,0,339, ,978,0,978, ,"1,270",0,"1,270",76.0,0.39730767,0.592265948,17.08008705,17.672353
3705220,,Bessemer City city,71,Gaston,"5,536","1,059.50",5.23, ,300,249,381,234,702,868,689,822,638,401,179,73,,"4,701",648,0,0,0,164,23, ,"5,056",480, ,"3,670",906,"1,266","1,171",171,110,16,30, ,"3,670",906,"2,437",327, ,"1,882",139,125,152,135,132,143,146,66,23,179,230,90,198,103,21,0, ,"$39,055 ", ,"$39,055 ","$57,045 ","$27,471 ", ,"$19,028 ", ,"1,882",884,998, ,884,753,131, ,884,14,15,324,355,161,0,8,0,7, ,"1,164",232,932, ,"3,719",440,"3,279", ,653,66,587,68.0,0.7048281,0.290800951,1.586513556,1.877314507
3705340,,Bethania town,67,Forsyth,351,517.3,0.68, ,1,2,18,3,23,29,33,41,81,73,47,0,,258,89,0,0,0,4,0, ,347,4, ,304,30,84,113,67,7,3,0, ,304,30,197,77, ,155,4,0,2,0,4,7,11,5,7,14,53,16,5,1,11,15, ,"$70,656 ", ,"$70,656 ","$70,625 ","$71,250 ", ,"$51,783 ", ,155,119,36, ,119,72,47, ,119,3,0,10,9,73,22,0,0,2, ,24,0,24, ,207,33,174, ,120,0,120,62.0,0.35023945,2.84574996,30.10050069,32.94625065
3705460,,Bethel town,147,Pitt,"1,987","1,888.10",1.05, ,46,140,148,63,92,194,273,240,328,265,150,48,,607,"1,267",1,0,0,81,31, ,"1,897",90, ,"1,498",281,539,385,209,71,10,3, ,"1,498",281,924,293, ,842,95,62,75,39,72,32,31,77,28,4,97,99,78,21,23,9, ,"$42,500 ", ,"$42,500 ","$46,875 ","$25,294 ", ,"$24,076 ", ,842,558,284, ,558,246,312, ,558,8,135,183,158,67,7,0,0,0, ,397,108,289, ,"1,127",192,935, ,463,88,375,57.0,0.6506,0.017471995,0.0,0.017471995
3705530,,Bethlehem CDP,3,Alexander,"3,959",519.2,7.62, ,76,220,224,97,260,424,490,576,604,584,261,143,,"3,794",0,0,151,0,0,14, ,"3,858",101, ,"3,082",352,772,875,758,233,28,64, ,"3,082",352,"1,647","1,083", ,"1,738",55,76,12,148,54,38,83,44,114,132,192,181,241,69,113,186, ,"$67,411 ", ,"$67,411 ","$77,539 ","$60,245 ", ,"$44,711 ", ,"1,738","1,541",197, ,"1,541","1,499",42, ,"1,541",58,0,153,209,630,314,75,102,0, ,617,54,563, ,"2,354",171,"2,183", ,988,62,926,62.0,0.28290455,0.012435786,15.56845754,15.58089333
3705660,,Beulaville town,61,Duplin,"1,666","1,078.80",1.54, ,113,43,163,37,55,391,57,313,165,157,100,72,,"1,147",459,0,0,0,11,49, ,"1,627",39, ,"1,255",223,316,464,140,102,8,2, ,"1,255",223,780,252, ,785,137,75,58,67,14,68,34,3,40,68,80,26,37,32,33,13, ,"$32,358 ", ,"$32,358 ","$47,813 ","$21,016 ", ,"$24,840 ", ,785,478,307, ,478,325,153, ,478,0,57,229,63,121,2,0,0,6, ,352,113,239, ,981,285,696, ,329,38,291,48.0,0.7126389,,,
3705880,,Biltmore Forest town,21,Buncombe,"1,679",577,2.91, ,77,90,96,137,153,38,147,239,212,228,190,72,,"1,632",0,0,24,0,0,23, ,"1,670",9, ,"1,126",5,25,147,456,208,237,48, ,"1,126",5,172,949, ,588,16,8,4,6,3,6,3,7,1,27,37,76,44,36,68,246, ,"$164,000 ", ,"$164,000 ","$178,214 ","$54,500 ", ,"$114,514 ", ,588,540,48, ,540,534,6, ,540,3,4,0,15,12,25,103,101,277, ,400,15,385, ,789,19,770, ,490,9,481,77.0,0.02687381,0.107176601,3.889101355,3.996277955
3706000,,Biscoe town,123,Montgomery,"2,722","1,010.50",2.69, ,151,413,301,123,392,146,285,323,161,158,223,46,,"1,671",626,0,9,0,254,162, ,"1,543","1,179", ,"1,342",372,385,358,100,124,0,3, ,"1,342",372,743,227, ,826,52,94,4,33,70,3,70,88,87,17,94,187,14,8,0,5, ,"$44,792 ", ,"$44,792 ","$57,750 ","$41,069 ", ,"$16,219 ", ,826,407,419, ,407,157,250, ,407,0,24,145,150,83,5,0,0,0, ,880,432,448, ,"1,307",344,963, ,340,54,286,55.0,0.8121,0.0,3.163928785,3.163928785
3706080,,Black Creek town,195,Wilson,932,"1,314.00",0.71, ,49,79,76,36,98,104,116,143,93,99,39,0,,620,275,0,0,0,37,0, ,874,58, ,594,89,274,189,29,13,0,0, ,594,89,463,42, ,317,21,34,8,21,26,18,5,7,21,18,40,44,37,10,1,6, ,"$49,219 ", ,"$49,219 ","$52,083 ",, ,"$20,715 ", ,317,203,114, ,203,144,59, ,203,25,5,89,72,11,0,0,1,0, ,231,89,142, ,554,75,479, ,138,14,124,58.0,0.5807,0.102498053,1.946669886,2.049167938
